Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Speed,"","sensor","uint16","False","km/h","0","250","Vehicle speed, as sensed by the GPS receiver.","","","",[]
Vehicle.Cabin.Infotainment.HMI,"","branch","","False","","","","HMI related signals","","",""
Vehicle.Cabin.Infotainment.HMI.CurrentLanguage,"","sensor","string","False","","","","ISO 639-1 standard language code for the current HMI","","","",[]
Vehicle.Cabin.Infotainment.HMI.DateFormat,"","actuator","string","False","","","","Date format used in the current HMI","YYYY MM DD / DD MM YYYY / MM DD YYYY / YY MM DD / DD MM YY / MM DD YY","","",[]
Vehicle.Cabin.Infotainment.HMI.TimeFormat,"","actuator","string","False","","","","Time format used in the current HMI","12HR / 24HR","","",[]
Vehicle.Cabin.Infotainment.HMI.DistanceUnit,"","actuator","string","False","","","","Distance unit used in the current HMI","mi / km","","",[]
Vehicle.Cabin.Infotainment.HMI.FuelEconomyUnits,"","actuator","string","False","","","","Fuel economy unit used in the current HMI","mpg_UK / mpg_US / mpl / km/l / l/100km","","",[]
Vehicle.Cabin.Infotainment.HMI.EVEconomyUnits,"","actuator","string","False","","","","EV fuel economy unit used in the current HMI","mi/kWh / km/kWh / kWh/100mi / kWh/100km / Wh/mi / Wh/km","","",[]
Vehicle.Cabin.Infotainment.HMI.TemperatureUnit,"","actuator","string","False","","","","Temperature unit used in the current HMI","C / F","","",[]
Vehicle.Cabin.Infotainment.HMI.DayNightMode,"","actuator","string","False","","","","Current display theme","Day / Night","","",[]
Vehicle.Cabin.Sunroof,"","branch","","False","","","","Sun roof status.","","",""
Vehicle.Cabin.Sunroof.Position,"","sensor","Int8","False","","-100","100","Sunroof position. 0 = Fully closed 100 = Fully opened. -100 = Fully tilted","","","",[]
Vehicle.Cabin.Sunroof.Switch,"","actuator","string","False","","","","Switch controlling sliding action such as window, sunroof, or shade.","Inactive / Close / Open / OneShotClose / OneShotOpen / TiltUp / TiltDown","","",[]
Vehicle.Cabin.Sunroof.Shade,"","branch","","False","","","","Sun roof shade status","","",""
Vehicle.Cabin.Sunroof.Shade.Switch,"","actuator","string","False","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","","",[]
Vehicle.Cabin.Sunroof.Shade.Position,"","actuator","uint8","False","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","","",[]
Vehicle.Cabin.RearviewMirror,"","branch","","False","","","","Rearview mirror","","",""
Vehicle.Cabin.RearviewMirror.DimmingLevel,"","actuator","uint8","False","percent","","","Dimming level of rearview mirror. 0 = undimmed. 100 = fully dimmed","","","",[]
Vehicle.Cabin.Lights,"","branch","","False","","","","Interior lights signals and sensors","","",""
Vehicle.Cabin.Lights.IsGloveBoxOn,"","actuator","boolean","False","","","","Is glove box light on","","","",[]
Vehicle.Cabin.Lights.IsTrunkOn,"","actuator","boolean","False","","","","Is trunk light light on","","","",[]
Vehicle.Cabin.Lights.IsDomeOn,"","actuator","boolean","False","","","","Is central dome light light on","","","",[]
Vehicle.Cabin.Lights.AmbientLight,"","sensor","uint8","False","percent","0","100","How much ambient light is detected in cabin. 0 = No ambient light. 100 = Full brightness","","","",[]
Vehicle.Cabin.Lights.LightIntensity,"","sensor","uint8","False","percent","0","100","Intensity of the interior lights. 0 = Off. 100 = Full brightness.","","","",[]
Vehicle.Cabin.Lights.Spotlight,"","branch","","False","","","","Spotlight for a specific area in the vehicle.","","",""
Vehicle.Cabin.Lights.Spotlight.IsSharedOn,"","sensor","boolean","True","","","","Is a shared light across a specific row on","","","",['Row[1,4]']
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row1,"","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row2,"","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row3,"","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsSharedOn.Row4,"","sensor","boolean","False","","","","Is a shared light across a specific row on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn,"","actuator","boolean","True","","","","Is passenger light on","","","",['Row[1,4]']
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row1,"","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row1.Left,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row1.Right,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row2,"","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row2.Left,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row2.Right,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row3,"","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row3.Left,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row3.Right,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row4,"","actuator","boolean","True","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row4.Left,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Lights.Spotlight.IsPassengerOn.Row4.Right,"","actuator","boolean","False","","","","Is passenger light on","","","",
Vehicle.Cabin.Door,"","branch","","False","","","","All doors, including windows and switches","","",""
Vehicle.Cabin.Door.IsOpen,"","actuator","boolean","True","","","","Is door open or closed","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.IsOpen.Row1,"","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row1.Left,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row1.Right,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row2,"","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row2.Left,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row2.Right,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row3,"","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row3.Left,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row3.Right,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row4,"","actuator","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row4.Left,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsOpen.Row4.Right,"","actuator","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.IsLocked,"","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.IsLocked.Row1,"","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row1.Left,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row1.Right,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row2,"","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row2.Left,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row2.Right,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row3,"","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row3.Left,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row3.Right,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row4,"","actuator","boolean","True","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row4.Left,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.IsLocked.Row4.Right,"","actuator","boolean","False","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","",
Vehicle.Cabin.Door.Window,"","branch","","False","","","","Door window status","","",""
Vehicle.Cabin.Door.Window.isOpen,"","sensor","boolean","True","","","","Is door open or closed","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.Window.isOpen.Row1,"","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row1.Left,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row1.Right,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row2,"","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row2.Left,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row2.Right,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row3,"","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row3.Left,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row3.Right,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row4,"","sensor","boolean","True","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row4.Left,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.isOpen.Row4.Right,"","sensor","boolean","False","","","","Is door open or closed","","","",
Vehicle.Cabin.Door.Window.Position,"","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.Window.Position.Row1,"","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row1.Left,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row1.Right,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row2,"","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row2.Left,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row2.Right,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row3,"","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row3.Left,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row3.Right,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row4,"","sensor","uint8","True","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row4.Left,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.Position.Row4.Right,"","sensor","uint8","False","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","",
Vehicle.Cabin.Door.Window.ChildLock,"","sensor","boolean","True","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","",[['Row[1,4]', ['Left', 'Right']]]
Vehicle.Cabin.Door.Window.ChildLock.Row1,"","sensor","boolean","True","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","",
Vehicle.Cabin.Door.Window.ChildLock.Row1.Left,"","sensor","boolean","False","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","",
Vehicle.Cabin.Door.Window.ChildLock.Row1.Right,"","sensor","boolean","False","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","",
Vehicle.Cabin.Door.Window.ChildLock.Row2,"","sensor","boolean","True","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","",
